artikel,nama,merek,kategori,divisi,subdivisi,gender,modal,jual,thumbnail,foto1,foto2,foto3,foto4,foto5,berat
072988-42,PUMA ACADEMY BACKPACK,PUMA ACADEMY BACKPACK,,,,,,,,,,,,,
